,galex_objid,sdss_objid,ra,dec,u,g,r,i,z,nuv_mag,fuv_mag,classs
2621,6374891674361923316,1237667441899667575,190.97898641094898,26.357968581746302,19.3835468292236,18.0281581878662,17.373435974121097,17.011428833007802,16.780170440673803,20.58811378479,20.1179981231689,GALAXY
2622,6374891674361923490,1237667441899864228,191.380938401071,26.3926837841292,18.7922649383545,17.5881786346436,17.0713329315186,16.7900123596191,16.6658535003662,20.3547973632813,20.483472824096697,GALAXY
2623,6374891674361923600,1237667441899733075,191.10480529307998,26.412533338527304,19.5555534362793,18.2953834533691,17.4993743896484,17.076530456543,16.8052196502686,20.4333763122559,21.1176433563232,GALAXY
2624,6374891674361925525,1237667442436604000,191.093124942145,26.8361825629565,20.0881443023682,18.4477310180664,17.5375118255615,17.0817985534668,16.8109741210938,20.1832714080811,20.8654537200928,GALAXY
2627,6374891675435667292,1237665442589376621,194.590422474098,30.119520676881198,19.4811096191406,17.9663066864014,17.185417175293,16.7530498504639,16.4633350372314,20.4139518737793,20.588449478149396,GALAXY
2653,6378550770676008917,1237665549423018095,206.263166650248,26.064669127551998,20.1408081054688,18.5977897644043,17.7244262695313,17.286231994628903,16.965326309204098,21.2911109924316,21.0241413116455,GALAXY
2654,6378550770676009568,1237665532245508273,206.01171883150002,26.1515755901832,19.386949539184602,18.2421875,17.712947845459002,17.3915901184082,17.1970252990723,20.44358253479,20.9584045410156,GALAXY
2655,6378550770676011482,1237665549959954521,206.549238102927,26.3967459499859,18.1298332214355,16.9109420776367,16.3428993225098,16.0062866210938,15.7769203186035,19.427448272705103,19.7663955688477,GALAXY
2656,6378550770676011701,1237665549959823575,206.1554040651,26.405137319382803,19.570728302002,18.204975128173803,17.4562168121338,17.0454921722412,16.7935619354248,20.419967651367198,20.8764400482178,GALAXY
2660,6378550771749750929,1237665548349079677,205.631018177299,25.313859527196698,19.6049728393555,18.877740859985398,18.5567321777344,18.2459316253662,18.0887050628662,20.3358097076416,20.6589202880859,GALAXY
2661,6378550771749753586,1237665548885885191,205.45524730116,25.713239705917502,19.6312789916992,18.197576522827102,17.2275505065918,16.806226730346697,16.51540184021,20.1076068878174,21.492666244506804,GALAXY
2670,6378550774970975979,1237667910601015443,204.330296290284,22.981438810886303,19.447868347168,18.203405380249,17.629482269287102,17.2962284088135,17.1313552856445,20.505069732665998,21.235765457153303,GALAXY
2671,6378550774970977408,1237667446737403991,203.78393915105,23.2941288051052,18.2866382598877,17.1999340057373,16.7139015197754,16.413703918457,16.1815166473389,18.831247329711896,19.300251007080103,GALAXY
2672,6378550774970977475,1237667446737535122,204.16146596073298,23.2951556543675,19.2918319702148,18.1409893035889,17.589485168457,17.246343612670902,17.0220127105713,20.1928100585938,20.603557586669897,GALAXY
2673,6378550774970977535,1237667446737535145,204.19334151949502,23.3146983955299,19.777278900146502,18.8063564300537,18.3342208862305,17.941303253173803,17.802659988403303,20.6892356872559,21.3292350769043,GALAXY
2674,6378550774970978269,1237667911137624225,203.74871521965198,23.5112416394484,19.5167217254639,18.2615585327148,17.7117958068848,17.3456192016602,17.1126403808594,20.368558883667,20.524486541748,GALAXY
2680,6378550778192202255,1237665532245770280,206.689699925915,26.158924359184198,18.9146404266357,18.9761428833008,18.5400104522705,18.4905643463135,18.647632598877,19.094547271728498,21.09743309021,QSO
2683,6378550779265944236,1237665531171897491,206.184322350122,25.4098157357665,19.247083663940398,18.0095233917236,17.4073085784912,17.064874649047898,16.860651016235398,20.197444915771502,20.0735702514648,GALAXY
2684,6378550780339685280,1237667912749023317,205.836204222517,24.4181247855983,18.1532936096191,16.8546752929688,16.2870502471924,15.9852380752563,15.7457761764526,19.446605682373,19.928644180297898,GALAXY
2685,6378550780339685639,1237667912749219943,206.35461178287602,24.4948910901335,19.625638961792,18.364244461059602,17.6952896118164,17.346168518066403,17.114618301391598,20.2306232452393,20.651321411132802,GALAXY
2695,6378550783560914014,1237667783916323080,204.434151308361,22.273175684527303,21.1312026977539,20.4751262664795,20.6146202087402,20.7107105255127,20.0928058624268,21.9953994750977,22.081375122070302,QSO
2696,6378550783560914824,1237667736664277256,204.65524803951698,22.4272028506602,21.2231006622314,20.881450653076197,20.780954360961896,20.7194328308105,20.4998836517334,20.595775604248,22.144958496093803,QSO
2700,6378550784634653040,1237667782305644656,204.000906234143,21.0715590453605,18.8189868927002,17.3475303649902,16.762018203735398,16.411922454834002,16.2744026184082,19.281629562377898,19.5561218261719,GALAXY
2704,6378550787855877220,1237665549423870239,208.362495459404,25.5720285012525,21.4141826629639,20.6301288604736,20.460256576538104,20.176578521728498,19.8372821807861,21.258544921875,22.0153484344482,QSO
2706,6378550788929619905,1237665548349997202,207.916004184353,24.919798986096502,19.153371810913104,18.0260982513428,17.5036125183105,17.2368583679199,16.995662689209002,20.7783203125,20.5625953674316,GALAXY
2707,6378550788929619937,1237665548349866156,207.497668221955,24.927976679496798,19.2582225799561,17.9344120025635,17.3380527496338,17.039627075195302,16.8513584136963,21.1607933044434,21.6745262145996,GALAXY
2708,6378550788929619964,1237665548349997161,207.840439706112,24.9261183221568,18.3134326934814,17.2415256500244,16.8410320281982,16.5559940338135,16.3866271972656,19.194316864013697,19.7336463928223,GALAXY
2709,6378550788929620038,1237665548349931614,207.750214664787,24.9430963122014,18.7555084228516,17.6661758422852,17.191705703735398,16.9560031890869,16.749437332153303,20.1669006347656,20.8342323303223,GALAXY
2710,6378550788929620413,1237665548349800585,207.340503816172,24.9874248335321,18.9040222167969,17.9632129669189,17.4887371063232,17.1825332641602,17.0345096588135,19.6305541992188,19.8022480010986,GALAXY
2711,6378550788929622439,1237665548886605961,207.340911600542,25.340318832402502,18.410467147827102,17.361089706420902,16.9519824981689,16.738544464111303,16.5886116027832,19.1007919311523,19.3114261627197,GALAXY
2722,6378550794298331317,1237667735053730095,204.68892304232497,21.2894684268387,21.081710815429698,20.3973922729492,20.338020324707,20.377685546875,20.216077804565398,20.816181182861303,21.858900070190398,QSO
2728,6378550795372072049,1237667781231968465,204.04370619929298,20.3140031923787,19.6005840301514,18.0492839813232,17.1606464385986,16.7624893188477,16.460372924804698,19.8975982666016,20.3979587554932,GALAXY
2733,6378550796445811620,1237668298211721416,203.467430760614,19.1044816874205,19.330530166626,18.1996231079102,17.6868591308594,17.4019641876221,17.1037521362305,20.0066909790039,21.0901889801025,GALAXY
2734,6378550796445814079,1237668298748657907,203.67571115112,19.6491888711579,21.028024673461896,20.543399810790998,20.4849033355713,20.3756141662598,20.038507461547898,20.9041652679443,21.684913635253896,QSO
2735,6378550796445814079,1237668298748657907,203.67571115112,19.6491888711579,21.028024673461896,20.543399810790998,20.4849033355713,20.3756141662598,20.038507461547898,20.9041652679443,21.684913635253896,QSO
2736,6378550797519553759,1237665550498005096,209.51804205707802,26.259495780266498,18.843730926513697,17.6952266693115,17.262962341308597,17.0020141601563,16.9013690948486,19.221794128418,19.8155632019043,GALAXY
2737,6378550798593296089,1237665549424197921,209.14451149718602,25.529964963986302,19.566930770874,18.357822418212898,17.707477569580103,17.376388549804698,17.1862640380859,20.410169601440398,20.199062347412102,GALAXY
2738,6378550799667037701,1237665548350521417,209.12104696321302,24.6064330879991,19.6348152160645,18.282693862915,17.6446743011475,17.2950077056885,17.0886306762695,19.9485130310059,20.0381717681885,GALAXY
2739,6378550799667040708,1237665548887130215,208.58084031270099,25.1312161194717,19.2633380889893,18.2113342285156,17.447940826415998,17.045110702514602,16.841985702514602,19.9048137664795,20.496629714965803,GALAXY
2740,6378550799667041418,1237665548887064657,208.41687075772302,25.2445220367422,19.059015274047898,17.853229522705103,17.1988010406494,16.9015274047852,16.6991691589355,20.487663269043,21.0280323028564,GALAXY
2745,6378550800740778322,1237665566604394527,208.18362699182498,23.5634254568084,20.521354675293,18.6198329925537,17.7718505859375,17.306226730346697,17.0144481658936,20.6847190856934,21.751924514770497,GALAXY
2748,6378550802888262064,1237667783917502585,207.30075972509601,21.976291901821103,19.6172714233398,18.413263320922898,17.803167343139602,17.4268169403076,17.2128086090088,20.0687789916992,20.6668300628662,GALAXY
2755,6378550805035746634,1237667781769298014,205.20381415718398,20.4691975574697,18.6241836547852,17.5442962646484,17.103099822998,16.8225994110107,16.6759433746338,19.3102931976318,20.3431377410889,GALAXY
2756,6378550805035750156,1237667735054188622,205.69769809216098,21.0898452612524,19.6049690246582,18.2054214477539,17.779712677002,17.6117553710938,17.4408397674561,20.1426773071289,20.528247833252,GALAXY
2760,6378550807183230360,1237668298212114653,204.406404514945,18.9641583744687,20.4012508392334,19.9742584228516,20.2733783721924,20.4968280792236,20.6740188598633,20.001277923584002,20.5532169342041,STAR
2761,6378550811478200780,1237667912750268482,209.04388819309503,24.1098085870093,18.7422103881836,17.4244422912598,16.8613395690918,16.512525558471697,16.3046474456787,19.4392623901367,19.5742721557617,GALAXY
2766,6378550812551940665,1237665566067720331,208.61327498417802,22.9396390944767,19.342458724975604,18.030902862548803,17.397506713867198,17.0385112762451,16.788471221923803,20.307725906372102,21.967699050903303,GALAXY
2767,6378550812551940687,1237667911139524613,208.377839489964,22.933207642059198,18.301937103271502,16.7340488433838,16.0774974822998,15.7297048568726,15.538778305053699,18.9733562469482,19.182428359985398,GALAXY
2768,6378550812551942124,1237667911676395786,208.535555171944,23.204493814823604,21.380277633667,20.8104648590088,19.7951412200928,19.002508163452102,18.729377746582,22.2610263824463,21.7532081604004,GALAXY
2771,6378550814699422083,1237667782843957355,207.608767857178,20.933021246028602,19.2230834960938,17.8737411499023,17.2872104644775,16.9442863464355,16.780611038208,19.536672592163104,19.9955768585205,GALAXY
2777,6378550816846908862,1237668299286315196,205.636993573526,19.7756215557669,19.5746002197266,18.0118026733398,17.068096160888697,16.6397438049316,16.1800365447998,20.123981475830103,20.560743331909197,GALAXY
2785,6378550824363101520,1237667783380959254,207.964668385453,21.3699018399166,17.762035369873,16.3359050750732,15.592182159423801,15.145846366882301,14.924929618835401,19.746675491333,20.1396083831787,QSO
2788,6378550826510585849,1237668299286905047,206.980527098004,19.5669732461308,21.2158489227295,19.9782810211182,18.432302474975604,17.8763809204102,17.4706726074219,22.1412086486816,22.0020446777344,GALAXY
2802,6378621136198961932,1237667912207499579,194.272011213051,25.2140430063953,19.5586261749268,18.371112823486303,17.7435741424561,17.4494800567627,17.2669525146484,20.140560150146502,20.5903434753418,GALAXY
2803,6378621136198962374,1237667912207368218,193.821939590443,25.2668771060393,19.0241107940674,17.8565406799316,17.3635292053223,17.1048851013184,16.9286403656006,19.7648105621338,19.9884243011475,GALAXY
2806,6378621137272702678,1237667446733209682,193.31519749130902,24.1813225698493,19.1453800201416,17.9093322753906,17.3387660980225,17.0052089691162,16.8427906036377,20.210262298584002,20.31614112854,GALAXY
2807,6378621137272704093,1237667911133430037,193.32397792024202,24.402337206774696,21.3249397277832,20.8135623931885,20.8014602661133,20.5753765106201,20.168342590332,20.856092453002898,21.1717166900635,QSO
2813,6378621138346444458,1237667783911604346,192.72405016621602,23.3090929348032,19.320745468139602,18.1801071166992,17.677524566650398,17.3477897644043,17.182081222534197,20.092233657836896,20.4100456237793,GALAXY
2814,6378621139420185756,1237667322724548720,196.331322869223,26.662178316072,19.7069988250732,18.8200073242188,18.3075771331787,17.964864730835,17.7838668823242,20.1754302978516,20.622661590576197,GALAXY
2818,6378621140493930397,1237667322187284616,195.300436817147,26.399840591484104,19.382709503173803,18.0790424346924,17.646520614624,17.3843650817871,17.191062927246097,20.385570526123,21.200664520263697,GALAXY
2825,6378621141567669706,1237667447807672430,195.24270762951198,24.8715106589472,20.3161659240723,18.7159729003906,17.752273559570302,17.3100433349609,17.004169464111303,21.4720993041992,22.054641723632802,GALAXY
2832,6378621143715154595,1237667736659951689,193.938956232803,23.3966795603635,20.7271480560303,20.3494510650635,20.4034061431885,20.232839584350604,20.1662063598633,20.9065208435059,21.6909294128418,QSO
2833,6378621143715154595,1237667736659951689,193.938956232803,23.3966795603635,20.7271480560303,20.3494510650635,20.4034061431885,20.232839584350604,20.1662063598633,20.9065208435059,21.6909294128418,QSO
2834,6378621143715155061,1237667736659820622,193.68437686212897,23.466107640824898,20.1523475646973,19.4308547973633,19.0426254272461,18.675106048584002,18.6189460754395,20.5713272094727,20.859842300415,GALAXY
2835,6378621143715157007,1237667446196535506,193.881538859049,23.807080115087103,21.121107101440398,20.682653427124,20.5795307159424,20.6345653533936,20.2382564544678,20.9347515106201,22.333614349365202,QSO
2836,6378621143715157319,1237667446196470044,193.762984597284,23.8571361457185,20.8131160736084,20.510051727294897,20.169269561767603,19.490465164184602,19.249578475952102,22.042535781860398,22.1809234619141,QSO
2843,6378621145862638430,1237667782301253767,193.25727770766997,21.9580962613806,20.334493637085,20.089008331298803,19.7822532653809,19.8340129852295,19.7898864746094,20.3557910919189,22.1162757873535,QSO
2847,6378621148010122634,1237667442975768908,197.039713478852,26.8120693253012,20.613117218017603,20.1396789550781,20.1446208953857,19.9852256774902,19.8859767913818,20.7444286346436,22.121618270874,QSO
2853,6378621149083865079,1237667441901764930,196.280325388199,26.0807404005723,20.6887111663818,20.3273105621338,20.1911869049072,20.1406574249268,19.829868316650398,20.1803016662598,21.437696456909197,QSO
2854,6378621149083865523,1237667441901699125,196.16992630219897,26.1694403708533,18.2672901153564,17.2142333984375,16.7033061981201,16.3686428070068,16.2260437011719,19.0352096557617,19.5126132965088,GALAXY
2855,6378621149083866488,1237667322187808828,196.53279153894402,26.322444826132603,18.620746612548803,17.1299209594727,16.3432464599609,15.918438911438,15.4924163818359,20.2947044372559,20.7509708404541,GALAXY
2866,6378621151231347249,1237667446733996141,195.32654991818802,24.125530548495302,19.135532379150398,17.946302413940398,17.3971748352051,17.06174659729,16.8868999481201,20.044361114502,20.1931991577148,GALAXY
2867,6378621151231349975,1237667447270932604,195.577907560721,24.591814262806803,19.2823505401611,18.0569858551025,17.4389820098877,17.0914192199707,16.8876686096191,20.7224521636963,20.8710880279541,GALAXY
2875,6378621152305088479,1237667783912521894,194.98534811801997,23.223000146381803,19.357839584350604,18.1858215332031,17.4589138031006,17.1076622009277,16.8063373565674,20.5999488830566,21.0223178863525,GALAXY
2879,6378621153378831310,1237667783375650964,194.962191045276,22.649165385912,19.1580753326416,18.3060092926025,18.030855178833,17.7151927947998,17.6464405059814,19.6415100097656,19.802661895752,GALAXY
2880,6378621153378831523,1237667783375585339,194.745125191319,22.680843513527602,19.827800750732397,18.8715000152588,18.091234207153303,17.700359344482397,17.4655170440674,21.1761150360107,21.522193908691396,GALAXY
2881,6378621153378831658,1237667783375650939,194.91652197957802,22.714469215345996,19.813678741455103,18.868726730346697,18.2022094726563,17.8229942321777,17.646728515625,20.632209777832,20.795711517334002,GALAXY
2882,6378621153378831658,1237667783375650939,194.91652197957802,22.714469215345996,19.813678741455103,18.868726730346697,18.2022094726563,17.8229942321777,17.646728515625,20.632209777832,20.795711517334002,GALAXY
2883,6378621153378832000,1237667783375454409,194.52894276921,22.796731057739898,19.6806964874268,18.6738033294678,17.761739730835,17.3507518768311,17.1229648590088,20.3123397827148,21.0339260101318,GALAXY
2898,6378621157673800882,1237667323262010007,197.835775067752,27.0275019934377,22.610153198242198,22.1474304199219,20.760694503784197,19.819580078125,19.436414718627898,23.157903671264602,22.1732997894287,GALAXY
2908,6378621158747542004,1237667441902420295,197.98994331260897,25.9468448403196,20.496280670165998,20.2970180511475,20.053150177002,20.1041316986084,20.061456680297898,20.2460536956787,21.288438796997102,QSO
2909,6378621158747542566,1237667441902289085,197.55688722806198,26.034946233243698,20.2754058837891,20.251932144165,20.230880737304698,20.007417678833,19.9216995239258,21.534166336059602,22.696144104003896,QSO
2910,6378621158747542566,1237667441902289085,197.55688722806198,26.034946233243698,20.2754058837891,20.251932144165,20.230880737304698,20.007417678833,19.9216995239258,21.534166336059602,22.696144104003896,QSO
2911,6378621158747543018,1237667322188202146,197.578571971143,26.1114270546612,19.2499732971191,18.1672344207764,17.4304542541504,17.0865211486816,16.834867477417,20.4614429473877,20.8232460021973,GALAXY
2918,6378621160895024835,1237667911134609638,196.272843386214,24.2699775394349,19.9341259002686,18.330617904663104,17.542068481445302,17.1861686706543,16.9084510803223,20.687635421752898,20.8131542205811,GALAXY
2921,6378621161968765048,1237667736660869211,196.22262753878996,23.245834093358997,19.394603729248,18.2519435882568,17.7886905670166,17.4651184082031,17.3091335296631,20.357063293457,21.311330795288104,GALAXY
2924,6378621163042508192,1237667783375913278,195.69321656184502,22.7339284964147,20.788253784179698,20.342340469360398,20.191387176513697,20.1675415039063,20.0228672027588,21.796644210815398,21.708137512207,QSO
2928,6378621164116248163,1237667781765103801,195.07737675809398,21.50106211876,20.081712722778303,19.9818420410156,20.2968730926514,20.5981731414795,21.1574096679688,19.9160938262939,19.5309562683105,STAR
2932,6378621167337473699,1237668297133850886,193.405217931101,18.9723352722646,19.8381290435791,18.391033172607397,17.6491794586182,17.2440814971924,16.9464530944824,21.126859664917,20.795970916748,GALAXY
2933,6378621167337473789,1237668297133981943,193.800969962956,18.9777207300404,19.564397811889602,18.461599349975604,17.8348827362061,17.4631252288818,17.2466678619385,20.615608215332,20.989299774169897,GALAXY
2934,6378621167337473842,1237668297133981922,193.765499210854,19.0019819902541,19.4824180603027,18.2659854888916,17.517990112304698,17.1287937164307,16.8382129669189,19.4332962036133,20.7923564910889,GALAXY
2937,6378621168411216749,1237667442976555053,199.02567487582002,26.6674438530857,19.271354675293,18.0998210906982,17.633258819580103,17.3359413146973,17.3877735137939,19.1968307495117,19.7487411499023,GALAXY
2938,6378621168411216750,1237667442976751703,199.57126924665698,26.6508438297176,19.6200256347656,18.551687240600604,17.7826099395752,17.3618659973145,17.0802307128906,20.5572509765625,20.806720733642603,GALAXY
2939,6378621168411217564,1237667323262402632,198.804206636389,26.8528873880606,18.6973037719727,17.6815490722656,17.4273242950439,17.1211776733398,17.1077442169189,19.1927471160889,19.906156539917,GALAXY
2952,6378621171632440997,1237667910598459474,197.98994343483002,23.7696071697012,18.9866027832031,17.7979526519775,17.3436870574951,17.0210590362549,16.8146266937256,19.6468811035156,20.092117309570302,GALAXY
2961,6378621173779924326,1237667782839435409,196.502354637144,22.140768269063603,19.0402851104736,18.9555168151855,18.8248081207275,18.7028636932373,18.556087493896502,20.5083618164063,21.8075141906738,QSO
2962,6378621173779924326,1237667782839435409,196.502354637144,22.140768269063603,19.0402851104736,18.9555168151855,18.8248081207275,18.7028636932373,18.556087493896502,20.5083618164063,21.8075141906738,QSO
2964,6378621174853665435,1237667733976514662,196.087675989092,21.1282530362788,18.9739055633545,17.8761138916016,17.423603057861303,17.102716445922898,16.936012268066403,19.8375415802002,20.5566520690918,GALAXY
2965,6378621174853667197,1237667734513582199,196.542447255523,21.5944947944531,19.619478225708,18.274835586547898,17.6778507232666,17.344964981079098,17.1536655426025,20.797260284423803,21.021741867065398,GALAXY
2966,6378621174853667898,1237667782302236788,195.705932517961,21.7947826409094,19.9931049346924,19.8713493347168,20.1935176849365,20.426664352417,20.6557292938232,19.686897277832,19.510177612304698,STAR
2976,6378621177001149433,1237668297671442587,195.26857964745702,19.4772857682016,19.1793041229248,18.1139507293701,17.5969562530518,17.268821716308597,17.1176052093506,20.146661758422898,20.4603023529053,GALAXY
2977,6378621177001151051,1237668298208182534,194.922307921362,19.7618491802324,21.292896270752,20.9969329833984,20.6967182159424,20.882732391357397,20.3001270294189,21.2241382598877,21.4465179443359,GALAXY
2983,6378621178074894876,1237668297671114865,194.46976747838403,19.3636886364153,19.152408599853498,18.1486377716064,17.7071208953857,17.4242382049561,17.2423248291016,19.6579532623291,20.261583328247102,GALAXY
2990,6378621179148632986,1237667442440077380,199.933553342306,26.091625990506397,18.423114776611303,17.4560832977295,17.0790882110596,16.899284362793,16.8218479156494,19.4776859283447,20.172588348388697,GALAXY
2991,6378621179148634416,1237667322725990688,200.000188072983,26.4030927244029,20.893138885498,20.7300815582275,20.3378372192383,20.5787391662598,20.5189304351807,20.94850730896,21.0160884857178,GALAXY
2992,6378621179148635673,1237667323262926938,200.246722444314,26.6880757603547,19.2704582214355,17.9280948638916,17.2675857543945,16.864398956298803,16.658203125,20.5544967651367,20.5901107788086,GALAXY
3008,6378621181296119199,1237667447809114235,198.830835136619,24.7593111288553,18.771774291992198,17.705579757690398,17.3624114990234,17.0882892608643,17.0249881744385,19.194179534912102,19.471878051757802,GALAXY
3029,6378621185591084812,1237667781765955678,197.18000374449102,21.283253157728897,20.2239990234375,20.1087055206299,19.915704727172898,19.702335357665998,19.7747631072998,21.0556716918945,20.7384357452393,QSO
3030,6378621185591085525,1237667734513778772,197.019038960178,21.4660744938049,19.5016937255859,18.1248664855957,17.7477111816406,17.4951477050781,17.422796249389602,19.703073501586896,20.059827804565398,GALAXY
3031,6378621185591086661,1237667782302826570,197.10546323943,21.7827917769571,18.6045532226563,17.4029006958008,16.943866729736303,16.610059738159197,16.4598274230957,19.7873630523682,20.5265827178955,GALAXY
3037,6378621190959793729,1237667448883642413,201.011273470461,25.264780888384298,23.2864685058594,21.2967548370361,21.0954284667969,20.896959304809602,20.3561973571777,22.138244628906303,21.479200363159197,GALAXY
3040,6378621192033534107,1237667447272898634,200.51624859682,24.028884685069,18.5883636474609,17.9174365997314,17.7439250946045,17.4408378601074,17.5083980560303,19.008266448974602,19.427072525024396,GALAXY
3041,6378621192033534587,1237667911673250001,200.782066699369,24.1886387982351,19.0192337036133,17.9781341552734,17.542259216308597,17.274356842040998,17.132789611816403,19.5356063842773,19.8679237365723,GALAXY
3042,6378621192033536094,1237667447809900707,200.920544562069,24.5483038741217,19.200143814086896,18.136156082153303,17.7145309448242,17.4339580535889,17.3260326385498,20.039171218872102,20.6719608306885,GALAXY
3043,6378621192033536803,1237667912209924204,200.29582410886798,24.694975877329103,19.0908699035645,18.011739730835,17.4855327606201,17.1423950195313,16.986742019653303,19.9008483886719,20.107135772705103,GALAXY
3044,6378621192033537121,1237667912210055267,200.586318031026,24.7657571209417,19.461837768554698,18.2649173736572,17.716632843017603,17.4065055847168,17.2575836181641,20.652034759521502,21.052843093872102,GALAXY
3052,6378621193107278451,1237667910599114941,199.656817925387,23.6292522894938,19.715377807617198,18.2533016204834,17.5818271636963,17.2073554992676,16.8983860015869,20.4710903167725,20.7520370483398,GALAXY
3053,6378621193107280145,1237667911136182524,200.22715227646802,23.9023867879739,19.079875946044897,18.155582427978498,17.762760162353498,17.6158351898193,17.430305480957,19.619297027587898,19.6935749053955,GALAXY
3062,6378621194181019553,1237667736125112572,198.963160499995,22.716610096595502,21.9373760223389,21.402086257934602,21.3870410919189,21.3745002746582,21.1265754699707,22.5831832885742,21.499801635742198,QSO
3063,6378621194181019638,1237667783914356781,199.531979907021,22.7159583441359,19.4882411956787,18.2965354919434,17.718570709228498,17.352848052978498,17.206565856933597,19.7843418121338,20.0156078338623,GALAXY
3064,6378621194181020403,1237667783914356952,199.57518312692798,22.832172649256602,19.1889114379883,18.1466445922852,17.5659255981445,17.232049942016598,17.0787200927734,20.1931381225586,20.664737701415998,GALAXY
3065,6378621195254760720,1237667735051239572,198.522028084656,21.866057756145302,19.1276607513428,17.992956161499,17.2949600219727,16.9723243713379,16.7559604644775,19.8880558013916,20.284235000610398,GALAXY
3066,6378621195254761725,1237667782840352944,198.88745001516702,22.0853930509736,19.508367538452102,18.513006210327102,17.809684753418,17.4273777008057,17.2983798980713,20.0042114257813,21.149677276611303,GALAXY
3070,6378621196328501827,1237667781229674593,198.544348170451,20.8595489597219,19.613332748413104,18.6490879058838,18.347377777099602,18.0831241607666,17.960523605346697,20.456619262695302,20.5361385345459,GALAXY
3071,6378621196328504042,1237667734514434168,198.627219243424,21.4095061905239,19.3192863464355,18.2136192321777,17.6463832855225,17.2996654510498,17.0949726104736,20.1608791351318,20.415349960327102,GALAXY
3072,6378621196328504580,1237667782303285528,198.32391906908,21.5417678879919,21.135986328125,20.7211589813232,20.6308345794678,20.7180328369141,20.505802154540998,21.167854309082,21.782163619995103,QSO
3073,6378621196328504749,1237667782303154345,197.95495915383498,21.5888737130535,19.018629074096697,18.0537605285645,17.7377395629883,17.5707683563232,17.4636535644531,20.260856628418,20.199264526367198,GALAXY
3076,6378621197402244046,1237668298746232996,197.864517725251,20.1352770698196,19.9022274017334,18.596857070922898,17.9209575653076,17.507942199707,17.270328521728498,20.9577884674072,21.8271636962891,GALAXY
3077,6378621197402245815,1237668299283038323,197.704835479484,20.537312186752,19.3248615264893,17.9608516693115,17.2439460754395,16.8178749084473,16.5110969543457,20.362758636474602,21.781150817871104,GALAXY
3078,6378621198475985476,1237668297672294471,197.215730384388,19.2154879781719,19.576042175293,18.389934539794897,17.7008895874023,17.3364753723145,17.032274246215803,20.8841915130615,21.465473175048803,GALAXY
3079,6378621198475987852,1237668298209165486,197.303192157365,19.7660737492202,19.029941558837898,17.4645576477051,16.5477657318115,16.1108360290527,15.8485374450684,19.745412826538104,20.193584442138697,GALAXY
3084,6378621202770952635,1237667448347295864,202.201919729525,24.8077149030097,19.0092849731445,17.9184722900391,17.436204910278303,17.153734207153303,17.0858745574951,19.9309043884277,20.4524784088135,GALAXY
3085,6378621202770952885,1237667912747516024,202.18180659584,24.884204423371703,19.3924503326416,18.335247039794897,17.6646041870117,17.3070964813232,17.0616779327393,19.699029922485398,20.122646331787102,GALAXY
3086,6378621202770953288,1237667912747450517,202.000315999192,24.9960850756343,19.1112117767334,18.8267440795898,18.7510986328125,18.5064105987549,18.2863368988037,19.4244918823242,19.541353225708,QSO
3094,6378621205992181462,1237667736662507617,200.264523355981,22.8979087723795,19.3152179718018,18.140022277832,17.4613933563232,17.075216293335,16.7967891693115,19.7609920501709,20.637981414794897,GALAXY
3095,6378621205992181530,1237667736662376782,199.951787621287,22.909931049265104,21.686220169067397,20.9145107269287,20.9707565307617,20.7577972412109,20.372158050537102,21.446569442749,22.144323348999,QSO
3096,6378621205992181799,1237667736662442050,200.080090527456,22.9373690565466,19.7759475708008,18.5302429199219,17.7892799377441,17.3627853393555,17.0655307769775,20.689115524292,21.3691940307617,GALAXY
3097,6378621205992182433,1237667910062571684,200.44743625173803,23.057803208427803,18.7724628448486,17.643718719482397,17.1379241943359,16.8023471832275,16.6522045135498,19.903156280517603,20.2577819824219,GALAXY
3098,6378621205992182506,1237667910062571667,200.45071371860402,23.083284388905,18.397403717040998,17.1736183166504,16.6141700744629,16.2540245056152,16.1392383575439,19.029354095459002,19.3161182403564,GALAXY
3099,6378621205992182609,1237667910062375274,199.93832621499297,23.091035570288,21.18017578125,20.753219604492198,20.6496620178223,20.6756343841553,20.4338321685791,21.489557266235398,21.0815753936768,QSO
3109,6378621207065922281,1237667782840942660,200.223599798326,21.9195221098867,18.6880950927734,17.8206748962402,17.5116291046143,17.3806648254395,17.3327121734619,19.8699111938477,20.279333114624,QSO
3112,6378621208139662577,1237667733977890851,199.43480006432898,20.9984658025199,18.487848281860398,16.9408302307129,16.451030731201197,16.1915035247803,15.968935012817399,18.115777969360398,18.2195739746094,GALAXY
3113,6378621208139663100,1237667781767004258,199.633940790101,21.043909990150603,18.9748783111572,18.0642948150635,17.7311000823975,17.440353393554698,17.382074356079098,19.541189193725604,19.7140483856201,GALAXY
3117,6378621209213406135,1237668299283562749,199.030300271065,20.429209958344398,21.663204193115202,20.904352188110398,20.8658809661865,20.889057159423803,20.8538761138916,21.0341472625732,21.555063247680696,QSO
3126,6378621216729597007,1237667783378272442,201.426604487917,22.267140511170897,19.1901588439941,17.7595138549805,16.827861785888697,16.3988208770752,16.070049285888697,19.9468555450439,20.620130538940398,GALAXY
3127,6378621216729601473,1237667446199681088,201.61596175681,23.0699568182114,19.431711196899396,18.274188995361303,17.7458000183105,17.4129295349121,17.230487823486303,20.2716121673584,20.612779617309602,GALAXY
